fips,county,state,uninsured_population,total_population,hospital_count
18049,Fulton,IN,3043,20414,0
18053,Grant,IN,20463,132278,1
18063,Hendricks,IN,7242,50591,1
18075,Jay,IN,3094,20250,0
18093,Lawrence,IN,2703,34690,0
18099,Marshall,IN,1855,13575,0
18113,Noble,IN,14304,85067,1
18119,Owen,IN,957,9406,0
18133,Putnam,IN,59,881,0
18145,Shelby,IN,5450,78164,2
18157,Tippecanoe,IN,1088,17719,0
35011,De Baca,NM,7775,55893,1
30049,Lewis and Clark,MT,8252,54232,0
30053,Lincoln,MT,414,2179,0
30075,Powder River,MT,2457,26345,0
30085,Roosevelt,MT,7693,52268,2
31001,Adams,NE,914,7859,0
31005,Arthur,NE,8854,169923,4
31017,Brown,NE,810,4260,0
31027,Cedar,NE,10405,84258,1
31041,Custer,NE,15703,102091,1
31059,Fillmore,NE,29222,275622,8
31069,Garden,NE,2241,12843,0
31077,Greeley,NE,5591,47145,0
31089,Holt,NE,5013,94974,1
48481,Wharton,TX,3240,24285,0
48493,Wilson,TX,3075,15394,0
48503,Young,TX,8748,37701,0
49005,Cache,UT,895,14197,0
49017,Garfield,UT,18084,103869,2
47183,Weakley,TN,1399,18146,0
47187,Williamson,TN,4122,24008,0
48003,Andrews,TX,4943,21053,0
48019,Bandera,TX,14892,89397,1
48027,Bell,TX,11020,65981,1
48041,Brazos,TX,2552,11178,0
48059,Callahan,TX,1504,6439,0
48075,Childress,TX,2357,20183,0
48083,Coleman,TX,1385,7043,0
48089,Colorado,TX,20690,82775,3
02100,Haines,AK,8237,48257,0
02170,Matanuska-Susitna,AK,1235,7981,0
06001,Alameda,CA,2069,12001,0
01105,Perry,AL,5236,50380,1
01111,Randolph,AL,10661,64900,2
01113,Russell,AL,794,7455,0
01123,Tallapoosa,AL,640,5434,0
18165,Vermillion,IN,1871,15827,0
19003,Adams,IA,644,6491,0
19013,Black Hawk,IA,2065,53392,1
19025,Calhoun,IA,2805,49385,0
19035,Cherokee,IA,1762,24786,0
17071,Henderson,IL,2640,15305,0
17075,Iroquois,IL,351,5163,0
17087,Johnson,IL,7652,61201,0
17095,Knox,IL,5773,55060,1
17113,McLean,IL,19707,361950,5
17123,Marshall,IL,1755,23187,0
17135,Montgomery,IL,5638,61330,1
17151,Pope,IL,3723,28263,0
17163,St. Clair,IL,3096,39738,0
17187,Warren,IL,2856,33092,0
17199,Williamson,IL,18418,110933,3
31107,Knox,NE,12378,102004,1
28077,Lawrence,MS,8948,50309,2
28081,Lee,MS,3480,13704,0
28085,Lincoln,MS,4918,26941,0
28087,Lowndes,MS,14909,90129,1
28107,Panola,MS,7287,30216,0
28123,Scott,MS,11893,62551,2
28133,Sunflower,MS,31135,141500,3
28145,Union,MS,3785,32912,1
28159,Winston,MS,13892,61339,1
29003,Andrew,MO,12607,146265,2
29015,Benton,MO,18482,110591,1
29027,Callaway,MO,9236,136441,2
29039,Cedar,MO,5971,35127,0
29049,Clinton,MO,3760,23968,0
29059,Dallas,MO,372,2487,0
29071,Franklin,MO,3101,20834,1
48107,Crosby,TX,1299,9473,0
48119,Delta,TX,3916,18522,0
48131,Duval,TX,15105,107269,1
48143,Erath,TX,421,3163,0
48153,Floyd,TX,43238,202266,6
48163,Frio,TX,7801,50536,0
48171,Gillespie,TX,58131,237768,5
48173,Glasscock,TX,34758,244728,4
48175,Goliad,TX,2827,16049,0
48183,Gregg,TX,11903,68312,1
48187,Guadalupe,TX,9445,43500,0
48205,Hartley,TX,10023,64099,1
48209,Hays,TX,23352,122747,2
48219,Hockley,TX,7611,35468,0
48231,Hunt,TX,4825,22800,0
48241,Jasper,TX,9833,40797,0
48255,Karnes,TX,19505,97351,4
48269,King,TX,8282,34241,1
48279,Lamb,TX,94035,681284,11
48289,Leon,TX,1424,11686,0
08033,Dolores,CO,266,2800,0
08039,Elbert,CO,3395,21767,0
08045,Garfield,CO,11647,89502,1
06079,San Luis Obispo,CA,11489,72846,2
06093,Siskiyou,CA,9573,105579,2
06097,Sonoma,CA,1068,10440,0
06105,Trinity,CA,2477,19719,0
06017,El Dorado,CA,11269,75951,1
18005,Bartholomew,IN,1161,14911,0
18017,Cass,IN,9221,109464,1
18027,Daviess,IN,5645,33257,1
18041,Fayette,IN,11419,92008,3
18043,Floyd,IN,543,3672,0
13127,Glynn,GA,795,5985,0
13133,Greene,GA,20058,123679,2
13143,Haralson,GA,8574,37741,0
13153,Houston,GA,77097,312299,5
13163,Jefferson,GA,10799,69438,1
13183,Long,GA,17143,111640,1
13193,Macon,GA,8044,32547,0
13207,Monroe,GA,4501,30615,0
13219,Oconee,GA,13274,63933,1
13227,Pickens,GA,2714,25138,0
13237,Putnam,GA,7148,29422,1
13249,Schley,GA,4273,39335,1
29083,Henry,MO,10019,72260,3
29093,Iron,MO,14671,84731,1
37003,Alexander,NC,9981,70518,1
37007,Anson,NC,3306,24014,0
37009,Ashe,NC,16400,94794,3
37033,Caswell,NC,3490,38403,1
37045,Cleveland,NC,6287,65100,2
37063,Durham,NC,5420,37321,1
37073,Gates,NC,5185,70727,2
37085,Harnett,NC,3582,54667,2
37097,Iredell,NC,44520,256788,6
37109,Lincoln,NC,1080,15886,0
37123,Montgomery,NC,1467,8182,0
37133,Onslow,NC,4073,22870,0
37145,Person,NC,934,7867,0
48299,Llano,TX,1128,6989,0
48313,Madison,TX,5492,23295,0
48325,Medina,TX,742,5477,0
48335,Mitchell,TX,46192,248217,3
48343,Morris,TX,3064,13629,0
51127,New Kent,VA,32379,187934,3
51133,Northumberland,VA,1640,17202,0
51167,Russell,VA,4994,43542,0
51179,Stafford,VA,3782,34948,1
51515,Bedford,VA,3435,35222,1
51590,Danville,VA,6823,66536,1
51620,Franklin,VA,26604,423365,9
51680,Lynchburg,VA,5784,48796,1
51720,Norton,VA,4010,33139,1
51740,Portsmouth,VA,1152,15214,0
51830,Williamsburg,VA,1379,22730,1
12086,Miami-Dade,FL,970,4644,0
12103,Pinellas,FL,33932,189429,8
12123,Taylor,FL,21094,112132,1
13259,Stewart,GA,8013,37998,0
13271,Telfair,GA,1290,7806,0
13283,Treutlen,GA,4913,31573,0
13297,Walton,GA,6220,47652,1
20025,Clark,KS,6774,39880,1
20031,Coffey,KS,13776,86695,3
20033,Comanche,KS,1934,11174,0
20045,Douglas,KS,11342,86314,2
20055,Finney,KS,767,6559,0
20069,Gray,KS,13608,106299,2
20081,Haskell,KS,1903,14648,0
20093,Kearny,KS,6850,40952,0
20101,Lane,KS,2097,11281,0
20111,Lyon,KS,15528,129711,3
20123,Mitchell,KS,2290,34957,0
20133,Neosho,KS,2475,37216,0
20139,Osage,KS,2206,27673,0
20151,Pratt,KS,320,1928,0
20159,Rice,KS,339,4793,0
20169,Saline,KS,1975,12407,0
37157,Rockingham,NC,2702,20211,0
37173,Swain,NC,666,10846,0
37179,Union,NC,8667,53087,2
39059,Guernsey,OH,1250,9797,0
39069,Henry,OH,6766,56646,1
39083,Knox,OH,1382,21773,0
39091,Logan,OH,2647,16996,0
39103,Medina,OH,1667,10832,0
39115,Morgan,OH,158706,923586,17
39127,Perry,OH,1229,9261,0
39137,Putnam,OH,763,9413,0
39153,Summit,OH,7355,41848,0
39165,Warren,OH,5439,103182,1
40005,Atoka,OK,1837,7653,0
40015,Caddo,OK,21170,87741,2
40027,Cleveland,OK,2623,15749,0
53011,Clark,WA,1996,19599,0
53035,Kitsap,WA,1086,13723,0
55053,Jackson,WI,5203,70304,1
55067,Langlade,WI,4367,74479,2
55078,Menominee,WI,3256,46533,0
55087,Outagamie,WI,1284,38873,0
55099,Price,WI,507,9435,0
55109,St. Croix,WI,654,14692,0
55121,Trempealeau,WI,644,9095,0
55135,Waupaca,WI,5392,71068,1
56005,Campbell,WY,62329,296388,4
56015,Goshen,WY,18415,163171,7
56041,Uinta,WY,20130,85565,2
01127,Walker,AL,2105,11920,0
01133,Winston,AL,9035,80842,1
02016,Aleutians West,AK,3384,18366,0
02060,Bristol Bay,AK,1862,8734,0
72017,Barceloneta,PR,123,697,0
72021,Bayamón,PR,1236,8018,0
72029,Canóvanas,PR,42674,249523,5
72039,Ciales,PR,17644,98894,1
72051,Dorado,PR,1047,15083,0
72063,Gurabo,PR,31767,181521,5
72077,Juncos,PR,529,3425,0
72085,Las Piedras,PR,1847,12321,0
72099,Moca,PR,1676,13691,0
72111,Peñuelas,PR,27748,253290,10
72123,Salinas,PR,5947,33570,0
72139,Trujillo Alto,PR,227,2268,0
20179,Sheridan,KS,1059,5330,0
20191,Sumner,KS,3108,36715,0
20209,Wyandotte,KS,5705,49128,1
21185,Oldham,KY,3368,21848,0
21197,Powell,KY,15324,217948,4
21203,Rockcastle,KY,20070,122723,2
21215,Spencer,KY,7387,50262,2
21227,Warren,KY,1129,8316,0
21235,Whitley,KY,3394,38821,0
22007,Assumption,LA,1033,12942,0
22021,Caldwell,LA,7112,118829,4
22025,Catahoula,LA,662,4422,0
22047,Iberville,LA,2119,12559,0
22059,La Salle,LA,15957,107778,4
22067,Morehouse,LA,1298,7536,0
22083,Richland,LA,10430,202307,3
48101,Cottle,TX,999,3796,0
48105,Crockett,TX,2270,8851,0
48109,Culberson,TX,4359,29653,0
48111,Dallam,TX,746,6344,0
48113,Dallas,TX,42781,182155,4
48121,Denton,TX,3033,25092,0
48125,Dickens,TX,5271,24101,0
48133,Eastland,TX,745,5682,0
48139,Ellis,TX,3353,21113,0
48145,Falls,TX,31907,237827,5
48147,Fannin,TX,16214,66976,2
48151,Fisher,TX,2277,14835,0
48157,Fort Bend,TX,8844,86761,2
48181,Grayson,TX,1014,4438,0
48189,Hale,TX,1619,5818,0
48193,Hamilton,TX,1009,5845,0
48345,Motley,TX,21491,90543,1
48347,Nacogdoches,TX,20908,112060,3
48351,Newton,TX,2551,14460,0
51135,Nottoway,VA,760,7551,0
51137,Orange,VA,300,3931,0
51139,Page,VA,4704,28369,0
51143,Pittsylvania,VA,2316,12394,0
51153,Prince William,VA,1294,8911,0
51163,Rockbridge,VA,1295,10918,0
51169,Scott,VA,6092,45480,0
51171,Shenandoah,VA,5430,37361,0
51181,Surry,VA,457,3498,0
51183,Sussex,VA,6661,110598,2
53033,King,WA,6773,53248,0
55035,Eau Claire,WI,433,9783,0
55037,Florence,WI,1373,35294,0
55041,Forest,WI,2307,39264,0
55043,Grant,WI,80,3369,0
55047,Green Lake,WI,1186,49772,2
55049,Iowa,WI,540,6613,0
55055,Jefferson,WI,1096,16861,0
55057,Juneau,WI,2114,36148,0
55059,Kenosha,WI,2587,96129,1
56027,Niobrara,WY,3061,15561,0
56029,Park,WY,2168,13990,0
56035,Sublette,WY,1346,6677,0
56037,Sweetwater,WY,17189,94188,4
56043,Washakie,WY,7036,37545,1
72001,Adjuntas,PR,7853,80256,1
72007,Aguas Buenas,PR,1884,12354,0
72011,Añasco,PR,1315,10785,0
53043,Lincoln,WA,3837,41477,1
53051,Pend Oreille,WA,630,9926,0
53053,Pierce,WA,1298,23431,0
48197,Hardeman,TX,1874,7070,0
48199,Hardin,TX,8952,82779,1
48201,Harris,TX,13475,97754,2
48203,Harrison,TX,2293,18043,0
48211,Hemphill,TX,6165,29643,0
48213,Henderson,TX,3248,11924,0
48215,Hidalgo,TX,44335,184216,7
48223,Hopkins,TX,2035,8006,0
48235,Irion,TX,1175,8041,0
48237,Jack,TX,2533,8032,0
48239,Jackson,TX,3315,13975,0
48243,Jeff Davis,TX,5338,51639,1
48249,Jim Wells,TX,1780,11246,0
48253,Jones,TX,2783,27293,0
48259,Kendall,TX,7329,52319,0
51185,Tazewell,VA,41820,233036,10
51191,Washington,VA,9060,73864,1
51195,Wise,VA,36048,246016,7
51520,Bristol,VA,1420,7791,0
51550,Chesapeake,VA,7515,81960,1
51580,Covington,VA,1853,18843,0
51610,Falls Church,VA,7793,56704,0
51640,Galax,VA,9582,54766,2
51678,Lexington,VA,2807,16495,0
51683,Manassas,VA,3303,23862,0
51685,Manassas Park,VA,2255,12240,0
51710,Norfolk,VA,14130,89974,1
51730,Petersburg,VA,2717,32692,0
51750,Radford,VA,20118,177109,4
51790,Staunton,VA,15427,89796,1
55065,Lafayette,WI,2833,69001,1
55075,Marinette,WI,3101,53080,1
55077,Marquette,WI,2665,100690,3
55083,Oconto,WI,981,12150,0
55085,Oneida,WI,43,1653,0
55091,Pepin,WI,1125,18190,0
55093,Pierce,WI,1014,22204,0
55097,Portage,WI,596,26496,0
53063,Spokane,WA,471,7204,0
53067,Thurston,WA,4534,32501,0
53069,Wahkiakum,WA,1602,29128,0
53077,Yakima,WA,17615,145966,6
54003,Berkeley,WV,25615,150767,3
54005,Boone,WV,10398,58444,2
54009,Brooke,WV,880,5130,0
54011,Cabell,WV,2604,23629,0
54015,Clay,WV,189,1382,0
54019,Fayette,WV,2172,24649,0
12037,Franklin,FL,1815,15588,0
12057,Hillsborough,FL,12238,70771,3
12065,Jefferson,FL,132382,561392,9
08093,Park,CO,1798,10522,0
08099,Prowers,CO,3654,37420,0
08107,Routt,CO,5658,88664,2
08113,San Miguel,CO,1137,10634,0
08115,Sedgwick,CO,12794,125226,1
05125,Saline,AR,1745,11719,0
05131,Sebastian,AR,12789,151911,6
05139,Union,AR,6418,61881,1
02290,Yukon-Koyukuk,AK,1868,15576,0
18171,Warren,IN,7922,58013,1
18177,Wayne,IN,1014,8775,0
19005,Allamakee,IA,1320,45916,1
17059,Gallatin,IL,2025,34418,0
17067,Hancock,IL,634,3598,0
18061,Harrison,IN,1214,6029,0
18073,Jasper,IN,16423,127472,2
18081,Johnson,IN,6944,53448,0
18083,Knox,IN,42268,285199,10
18089,Lake,IN,5956,39578,0
18107,Montgomery,IN,425,3886,0
20121,Miami,KS,12199,102011,2
20129,Morton,KS,5043,30895,0
20137,Norton,KS,7019,56324,1
20147,Phillips,KS,623,5710,0
20153,Rawlins,KS,1352,15447,0
20161,Riley,KS,19555,205183,5
20175,Seward,KS,12358,119404,3
22065,Madison,LA,2813,18771,0
09001,Fairfield,CT,374,7718,0
05021,Clay,AR,5255,36446,0
21119,Knott,KY,6502,42583,0
21127,Lawrence,KY,574,4671,0
21133,Letcher,KY,2779,40273,0
21141,Logan,KY,4668,37722,1
21149,McLean,KY,1237,5912,0
21155,Marion,KY,1373,11422,0
04015,Mohave,AZ,9696,79938,2
21163,Meade,KY,7997,48216,0
21177,Muhlenberg,KY,920,6481,0
19051,Davis,IA,1887,52430,1
19065,Fayette,IA,3618,67980,1
19071,Fremont,IA,112,1528,0
19083,Hardin,IA,2037,28816,0
19085,Harrison,IA,818,26905,0
19097,Jackson,IA,464,10282,0
19109,Kossuth,IA,575,22103,0
18111,Newton,IN,9517,65149,1
19119,Lyon,IA,2286,43569,1
19133,Monona,IA,9398,139494,3
19143,Osceola,IA,1019,14312,0
19167,Sioux,IA,834,12308,0
19173,Taylor,IA,2440,62815,1
19185,Wayne,IA,572,14340,0
19191,Winneshiek,IA,304,5207,0
20001,Allen,KS,2648,18372,0
20007,Barber,KS,846,9563,0
20011,Bourbon,KS,9724,62607,1
22071,Orleans,LA,20906,140416,5
27075,Lake,MN,1123,45400,0
21161,Mason,KY,4191,25936,0
27123,Ramsey,MN,3493,90290,1
27135,Roseau,MN,374,16184,0
27151,Swift,MN,12018,163078,5
27155,Traverse,MN,4100,65338,2
27165,Watonwan,MN,819,13973,0
27167,Wilkin,MN,1536,30572,1
27173,Yellow Medicine,MN,1178,13143,0
28001,Adams,MS,2055,16277,0
28019,Choctaw,MS,1531,7041,0
28025,Clay,MS,4012,19901,0
28027,Coahoma,MS,6133,34310,0
19117,Lucas,IA,6877,122087,2
37053,Currituck,NC,27724,234852,5
37079,Greene,NC,4657,30120,0
37089,Henderson,NC,3653,41143,0
42035,Clinton,PA,2195,22271,0
42041,Cumberland,PA,1423,20598,0
20021,Cherokee,KS,43384,322849,9
28055,Issaquena,MS,2153,10920,0
28063,Jefferson,MS,20927,128890,5
28071,Lafayette,MS,11039,102249,2
23001,Androscoggin,ME,1611,15155,0
23003,Aroostook,ME,1803,16101,0
22087,St. Bernard,LA,12241,127752,4
38015,Burleigh,ND,2868,53906,1
38021,Dickey,ND,3184,31085,0
38023,Divide,ND,2084,23953,1
38033,Golden Valley,ND,3310,30943,0
38049,McHenry,ND,30595,247488,10
28047,Harrison,MS,2863,14179,0
28105,Oktibbeha,MS,1230,7636,0
28111,Perry,MS,1400,6903,0
28113,Pike,MS,14014,81288,3
28125,Sharkey,MS,253,925,0
28131,Stone,MS,62754,254150,4
35047,San Miguel,NM,19348,105278,1
35051,Sierra,NM,15616,78184,1
35055,Taos,NM,45646,242201,4
36001,Albany,NY,41802,510486,8
36005,Bronx,NY,4246,24660,0
42043,Dauphin,PA,514,3095,0
42059,Greene,PA,12848,73716,1
42065,Jefferson,PA,4993,34078,0
42071,Lancaster,PA,1448,20370,0
42077,Lehigh,PA,123,934,0
42083,McKean,PA,2004,10633,0
41035,Klamath,OR,6478,40380,1
23005,Cumberland,ME,2760,39049,1
45029,Colleton,SC,1368,22551,0
45041,Florence,SC,5149,29240,0
45043,Georgetown,SC,2166,12424,0
47023,Chester,TN,2598,20664,0
38051,McIntosh,ND,8333,111127,3
38057,Mercer,ND,613,4076,0
40067,Jefferson,OK,507,3059,0
40077,Latimer,OK,6306,60170,0
40079,Le Flore,OK,20055,90527,2
40089,McCurtain,OK,6280,30511,0
40095,Marshall,OK,16824,67926,1
40105,Nowata,OK,2272,18581,0
40113,Osage,OK,442,3641,0
36015,Chemung,NY,10684,74499,1
36023,Cortland,NY,672,3346,0
36025,Delaware,NY,544,9564,0
36029,Erie,NY,1821,15880,0
40139,Texas,OK,2222,14392,0
40151,Woods,OK,23095,156876,2
41001,Baker,OR,2392,46937,0
41007,Clatsop,OR,16698,147392,2
41041,Lincoln,OR,1708,7698,0
31139,Pierce,NE,19240,135039,2
31145,Red Willow,NE,2798,24304,0
19029,Cass,IA,800,10828,0
19037,Chickasaw,IA,2489,54016,0
17083,Jersey,IL,13261,92424,1
17085,Jo Daviess,IL,2300,41232,1
17097,Lake,IL,2726,17827,0
17115,Macon,IL,21025,262747,7
17119,Madison,IL,3718,41762,0
47039,Decatur,TN,7670,90773,1
47043,Dickson,TN,2647,25002,0
47053,Gibson,TN,10919,70054,1
47055,Giles,TN,3664,21079,0
23013,Knox,ME,5767,45047,1
23019,Penobscot,ME,3082,47384,1
23025,Somerset,ME,1254,13688,0
40121,Pittsburg,OK,11799,59406,1
40129,Roger Mills,OK,641,4684,0
24045,Wicomico,MD,1562,12620,0
25025,Suffolk,MA,37131,484357,7
26001,Alcona,MI,563,6970,0
41015,Curry,OR,252,2854,0
41025,Harney,OR,3865,22365,0
26089,Leelanau,MI,48582,275997,4
26105,Mason,MI,2102,15060,0
28147,Walthall,MS,2961,18700,0
42107,Schuylkill,PA,922,5575,0
42127,Wayne,PA,16256,276957,3
42129,Westmoreland,PA,1116,5766,0
49015,Emery,UT,2378,42888,1
49021,Iron,UT,1391,6093,0
49025,Kane,UT,20876,169750,6
47029,Cocke,TN,1475,6748,0
23027,Waldo,ME,2698,17198,0
31157,Scotts Bluff,NE,1127,10853,0
31165,Sioux,NE,2910,24449,1
31175,Valley,NE,896,16926,0
31177,Washington,NE,1812,8687,0
32001,Churchill,NV,3036,21747,0
32003,Clark,NV,10426,79081,1
26011,Arenac,MI,2571,13850,0
30067,Park,MT,5273,37735,1
30073,Pondera,MT,5767,34664,0
30079,Prairie,MT,1562,18391,0
30081,Ravalli,MT,4081,36443,0
30089,Sanders,MT,1343,15928,0
30095,Stillwater,MT,3325,54820,1
26109,Menominee,MI,9830,60430,1
28149,Warren,MS,12132,49806,0
28161,Yalobusha,MS,20557,203957,4
29005,Atchison,MO,488,3063,0
29011,Barton,MO,433,4984,0
29019,Boone,MO,21084,241254,7
29025,Caldwell,MO,7188,68704,1
39085,Lake,OH,2461,23967,0
39095,Lucas,OH,1227,16590,0
44009,Washington,RI,77,2757,0
45011,Barnwell,SC,9027,134169,4
45013,Beaufort,SC,14181,89818,4
32015,Lander,NV,1588,10726,0
32019,Lyon,NV,14805,91579,1
32029,Storey,NV,7543,57926,1
39111,Monroe,OH,2397,11693,0
39113,Montgomery,OH,2112,19765,0
39123,Ottawa,OH,3828,25255,0
39145,Scioto,OH,6661,87081,3
39155,Trumbull,OH,1177,16133,0
30103,Treasure,MT,1378,23573,0
30105,Valley,MT,1342,17635,0
38077,Richland,ND,1327,11937,0
38085,Sioux,ND,8614,48328,1
38099,Walsh,ND,3547,41835,1
38105,Williams,ND,2751,16981,0
29031,Cape Girardeau,MO,898,15441,0
29037,Cass,MO,2640,15133,0
36047,Kings,NY,28293,166259,2
36053,Madison,NY,1350,9461,0
36061,New York,NY,1493,9302,0
36067,Onondaga,NY,11611,66395,1
41045,Malheur,OR,2425,18487,0
41055,Sherman,OR,278,2350,0
41057,Tillamook,OR,2998,21472,0
41063,Wallowa,OR,13963,85847,2
41067,Washington,OR,11615,171713,3
29101,Johnson,MO,1304,15650,0
29107,Lafayette,MO,71440,430095,17
29113,Lincoln,MO,17464,280979,8
29123,Madison,MO,11359,66052,2
29127,Marion,MO,1991,27769,0
39163,Vinton,OH,358,1847,0
47073,Hawkins,TN,483,7997,0
47079,Henry,TN,4988,34154,0
47089,Jefferson,TN,3476,46336,0
47091,Johnson,TN,808,12296,0
47097,Lauderdale,TN,9137,61591,1
47103,Lincoln,TN,13941,99993,1
47115,Marion,TN,702,9618,0
47121,Meigs,TN,1751,24855,1
47123,Monroe,TN,3076,21822,0
47131,Obion,TN,22794,138233,2
39007,Ashtabula,OH,39285,224427,4
48371,Pecos,TX,3517,15682,0
48377,Presidio,TX,7582,45309,1
48391,Refugio,TX,15277,103677,2
48401,Rusk,TX,10137,70238,1
48407,San Jacinto,TX,5140,27458,0
48409,San Patricio,TX,19343,84624,1
36079,Putnam,NY,2282,16005,0
48443,Terrell,TX,16635,149702,3
48461,Upton,TX,601,4889,0
48465,Val Verde,TX,1107,4710,0
48473,Waller,TX,4723,24212,1
48479,Webb,TX,16234,80288,1
48487,Wilbarger,TX,2140,21044,0
48495,Winkler,TX,9323,42102,1
48501,Yoakum,TX,1712,6586,0
48505,Zapata,TX,16434,105529,1
49003,Box Elder,UT,15570,108504,1
48005,Angelina,TX,2316,9179,0
48007,Aransas,TX,931,6347,0
48037,Bowie,TX,4439,36213,0
48043,Brewster,TX,1117,9431,0
29183,St. Charles,MO,1397,13360,0
29189,St. Louis,MO,4063,32989,1
29199,Scotland,MO,966,11067,0
24005,Baltimore,MD,1074,6350,0
24025,Harford,MD,3005,39017,0
26013,Baraga,MI,20366,156246,2
26029,Charlevoix,MI,5072,86882,2
30111,Yellowstone,MT,594,7702,0
31015,Boyd,NE,6801,42138,1
31021,Burt,NE,32037,187334,4
26121,Muskegon,MI,1242,10272,0
26127,Oceana,MI,7604,86053,3
26139,Ottawa,MI,6725,46390,1
26141,Presque Isle,MI,1493,11753,0
26151,Sanilac,MI,6182,79459,2
26153,Schoolcraft,MI,9077,55503,0
45019,Charleston,SC,3087,20925,0
46071,Jackson,SD,3165,22964,0
46081,Lawrence,SD,8860,50717,0
46083,Lincoln,SD,1671,19358,0
46089,McPherson,SD,7976,68955,1
46099,Minnehaha,SD,23300,238035,4
46105,Perkins,SD,5296,29804,0
46109,Roberts,SD,29028,183573,7
33001,Belknap,NH,6194,44474,1
33007,Coos,NH,13063,77234,2
33011,Hillsborough,NH,10927,69287,2
33013,Merrimack,NH,868,8041,0
34001,Atlantic,NJ,531,3693,0
34005,Burlington,NJ,4968,39084,0
34011,Cumberland,NJ,1513,13442,0
31031,Cherry,NE,31585,273152,4
31043,Dakota,NE,1828,16618,0
31049,Deuel,NE,3149,19400,0
31055,Douglas,NE,3779,56724,1
31061,Franklin,NE,9357,94471,2
31067,Gage,NE,4554,52431,0
39035,Cuyahoga,OH,3993,40820,0
39051,Fulton,OH,1291,19569,0
39053,Gallia,OH,7827,65171,2
29063,DeKalb,MO,3149,19817,0
29069,Dunklin,MO,5230,72471,1
29081,Harrison,MO,34698,299741,12
29089,Howard,MO,2668,25569,1
29091,Howell,MO,9905,84264,2
37015,Bertie,NC,77673,588605,9
37023,Burke,NC,1559,15382,0
37029,Camden,NC,3116,46691,0
37031,Carteret,NC,3157,31330,0
29133,Mississippi,MO,3817,25993,1
29143,New Madrid,MO,2332,12646,0
29149,Oregon,MO,3783,30420,0
29155,Pemiscot,MO,12670,103027,1
29165,Platte,MO,13624,77761,3
37101,Johnston,NC,2385,12019,0
37107,Lenoir,NC,3152,19440,0
37113,Macon,NC,8605,83576,2
37119,Mecklenburg,NC,4268,64541,2
37125,Moore,NC,818,12548,0
40001,Adair,OK,2008,8428,0
40007,Beaver,OK,411,2175,0
40021,Cherokee,OK,4258,19253,0
40023,Choctaw,OK,39077,199106,3
40033,Cotton,OK,30384,141877,2
40041,Delaware,OK,763,5074,0
40051,Grady,OK,6486,35099,1
37189,Watauga,NC,9554,59199,0
48051,Burleson,TX,540,2212,0
35023,Hidalgo,NM,783,4129,0
35029,Luna,NM,3021,12630,0
35031,McKinley,NM,8211,41187,0
35035,Otero,NM,111415,625819,11
47153,Sequatchie,TN,5287,33797,0
47157,Shelby,TN,2997,16878,0
47163,Sullivan,TN,2039,37838,0
47171,Unicoi,TN,11878,79611,1
47181,Wayne,TN,251,3479,0
45057,Lancaster,SC,77426,990591,20
36085,Richmond,NY,9504,60164,0
36097,Schuyler,NY,46473,511934,13
36105,Sullivan,NY,2940,23269,0
36111,Ulster,NY,13338,79931,1
36115,Washington,NY,9968,67446,3
36119,Westchester,NY,7746,60492,0
45091,York,SC,1345,22224,0
46009,Bon Homme,SD,17226,109698,5
46013,Brown,SD,7387,128969,2
46021,Campbell,SD,209,2877,0
29209,Stone,MO,438,4945,0
29217,Vernon,MO,167,1964,0
29227,Worth,MO,1793,25230,0
30001,Beaverhead,MT,2695,26318,0
37171,Surry,NC,6754,71255,1
37177,Tyrrell,NC,72390,425907,6
39067,Harrison,OH,610,9540,0
39073,Hocking,OH,15278,90375,2
39079,Jackson,OH,1377,11762,0
48057,Calhoun,TX,3536,21661,0
48071,Chambers,TX,21503,126373,2
48093,Comanche,TX,18404,143164,3
48097,Cooke,TX,25537,174837,3
24510,Baltimore,MD,6516,52032,2
45063,Lexington,SC,4779,85971,1
45067,Marion,SC,1387,24388,0
45077,Pickens,SC,28167,276727,5
26053,Gogebic,MI,9352,80116,1
46027,Clay,SD,51834,311776,6
46031,Corson,SD,4732,62985,1
46047,Fall River,SD,4841,42519,0
46053,Gregory,SD,4171,39582,0
27007,Beltrami,MN,11520,158690,2
27015,Brown,MN,145,3690,0
27021,Cass,MN,7839,124145,2
27027,Clay,MN,954,21618,0
46123,Tripp,SD,1884,11923,0
46135,Yankton,SD,5188,32575,1
30011,Carter,MT,3122,44163,0
30017,Custer,MT,4550,87628,2
30025,Fallon,MT,3945,56729,2
30027,Fergus,MT,397,3833,0
30033,Garfield,MT,6780,64029,1
30039,Granite,MT,621,11393,0
30045,Judith Basin,MT,461,7172,0
31131,Otoe,NE,123688,968063,17
25005,Bristol,MA,844,30375,0
25009,Essex,MA,507,8411,0
25019,Nantucket,MA,1134,23905,0
34023,Middlesex,NJ,1806,24647,0
26055,Grand Traverse,MI,1609,21329,0
31091,Hooker,NE,5384,41412,1
31095,Jefferson,NE,24396,204690,5
31103,Keya Paha,NE,852,4381,0
31111,Lincoln,NE,10219,81763,1
28089,Madison,MS,62244,346146,6
28093,Marshall,MS,28163,181349,3
27031,Cook,MN,22327,309812,5
27049,Goodhue,MN,588,12959,0
27055,Houston,MN,3375,45617,1
37049,Craven,NC,1958,16589,0
37051,Cumberland,NC,3632,23070,0
37131,Northampton,NC,2636,12595,0
37137,Pamlico,NC,12278,71270,1
